Artist,Genres,Popularity,Followers
The Notwist,german indie,33,99306
The Obsessed,doom metal; stoner metal; sludge metal; stoner rock,24,45913
The Ocean,progressive metal; sludge metal; djent; post-rock; drone metal; progressive rock; metal,36,149052
The Offspring,punk; skate punk,75,6615746
The Orb,idm; ambient,44,201688
The Picturebooks,blues rock; stoner rock; modern blues,27,27992
The Pineapple Thief,progressive rock; progressive metal; art rock,39,164569
The Plot In You,metalcore,64,597164
The Police,,76,7522232
The Postal Service,,52,634882
The Pretty Reckless,,59,1548050
The Prodigy,big beat; breakbeat; hardcore techno,64,2830199
The Project Hate MCMXCIX,industrial metal; death metal; melodic death metal,8,6526
The Qemists,drum and bass; dubstep,39,101078
The Radio Dept.,dream pop; shoegaze,51,200819
The Rasmus,finnish rock,59,563354
The Raven Age,metal,38,99474
The Record Company,blues rock; modern blues; blues; roots rock,45,129250
The Rolling Stones,classic rock; rock,77,15672326
The Runaways,riot grrrl; proto-punk,49,476233
The Sabres Of Paradise,idm; big beat,28,22188
The Sea Within,progressive rock; progressive metal; art rock,5,6995
The Silent Wedding,symphonic metal; power metal; progressive metal,4,1403
The Slow Readers Club,,34,34707
The Smashing Pumpkins,alternative rock; rock,73,6054839
The Smile,art rock,49,559354
The Smiths,new wave; madchester; jangle pop,78,7688358
The Stone Roses,madchester; britpop,60,1728280
The Stooges,proto-punk; punk; garage rock,50,684360
The Story So Far,pop punk; midwest emo; punk,59,517797
The Strokes,garage rock; indie rock; alternative rock,74,6430119
The Struts,glam rock,57,434462
The Tangent,progressive rock; progressive metal; art rock; space rock,12,16504
The Tear Garden,industrial; ebm; darkwave; deathrock; neo-psychedelic; cold wave; industrial rock,22,17644
The Temper Trap,,69,770091
The The,new wave,50,392267
The Third And The Mortal,doom metal; gothic metal; norsk rock; avant-garde,18,10754
The Used,emo; screamo; post-hardcore; pop punk,60,1301061
The Velvet Underground,proto-punk; art rock,60,2122516
The Verve,britpop; shoegaze,68,2726604
The Walkmen,indie rock,45,214065
The War On Drugs,indie rock,58,1004428
The Warning,,60,764799
The Weeknd,,93,112359431
The White Stripes,garage rock; blues rock; rock; alternative rock,68,3524261
The Who,classic rock; rock,66,5815545
The Winery Dogs,hard rock,35,155504
The Wombats,indie,61,1109796
The xx,,63,3784734
The Young Gods,industrial rock; industrial; industrial metal; ebm,30,38819
Theatre Of Tragedy,gothic metal; symphonic metal; doom metal; gothic rock,41,225791
Them Crooked Vultures,stoner rock,46,629992
Theo Parrish,jazz house; chicago house,31,84662
Theodor Bastard,,24,18301
Theory In Practice,death metal,3,4001
Theory of a Deadman,post-grunge; alternative metal,61,2280170
Therapy?,alternative metal,39,117756
Therion,symphonic metal; gothic metal; power metal; metal; folk metal; death metal; doom metal; progressive metal,46,359496
Thin Lizzy,classic rock; hard rock,58,1371003
This Mortal Coil,dream pop; darkwave; gothic rock,40,185625
This Will Destroy You,post-rock; math rock; drone metal,41,260453
This Winter Machine,progressive rock; progressive metal,29,7521
Thom Yorke,,56,1212231
Thou,sludge metal; drone metal; doom metal; stoner metal; drone,36,101433
Three Days Grace,post-grunge; rock,77,7264229
Threshold,progressive metal; progressive rock; power metal; metal,29,52717
Thrice,post-hardcore; screamo,58,501885
Throbbing Gristle,industrial; experimental; industrial rock; noise rock; avant-garde; post-punk; ebm,30,120371
thrown,metalcore; deathcore,52,204657
Thursday,post-hardcore; screamo; emo,45,237908
Thy Art Is Murder,deathcore; death metal; metal; metalcore; djent,48,516841
Thy Catafalque,avant-garde; progressive metal; black metal,30,51920
Tiamat,gothic metal; doom metal; gothic rock; symphonic metal,38,160443
Tides From Nebula,post-rock; djent; space rock; progressive metal,33,57401
Tigran Hamasyan,jazz fusion; jazz,40,189107
Tim Bowness,progressive rock; art rock; progressive metal,14,11988
Tim Hecker,drone; ambient; idm; dark ambient; experimental; minimalism,40,159454
To Kill Achilles,melodic hardcore; metalcore; post-hardcore,22,17195
To/Die/For,gothic metal; gothic rock; doom metal; symphonic metal; finnish rock,29,48876
toe,math rock; post-rock; midwest emo; japanese indie,49,355038
TOKYO ROSE,synthwave; darkwave,39,49019
Tom Meighan,,28,18651
Tom Odell,,76,4296044
Tom Petty and the Heartbreakers,classic rock,67,3089416
Tom Waits,singer-songwriter; southern gothic,56,1458827
TOOL,progressive metal; alternative metal; progressive rock; metal,70,4500354
Torche,sludge metal; stoner metal; stoner rock; doom metal,28,65862
Tori Amos,singer-songwriter; art pop,53,858247
Tortoise,post-rock; math rock; krautrock; slowcore,38,154325
Touché Amoré,melodic hardcore; post-hardcore; screamo; hardcore; midwest emo,42,194203
Toundra,post-rock; stoner rock; space rock,22,54699
TR/ST,darkwave; cold wave; witch house; synthpop; post-punk; ebm; electroclash,44,161292
Tracktor Bowling,nu metal,18,25931
Transatlantic,progressive rock; progressive metal; art rock,22,56511
Travis Scott,rap,89,40941213
Trelldom,black metal,12,98764
trentemøller,minimal techno; electronica,44,407724
Treponem Pal,industrial metal; industrial rock; industrial,14,3440
Tribulation,gothic metal; black metal; melodic death metal; death metal; doom metal; metal,29,70421
Tricky,trip hop; downtempo,53,558217
Tristania,gothic metal; symphonic metal; doom metal; gothic rock,33,194439
Trivium,metalcore; metal; heavy metal,60,1704081
Truckfighters,stoner rock; stoner metal; sludge metal; space rock; doom metal; psychedelic rock,33,141118
Turnstile,hardcore punk; hardcore,66,810406
TV Girl,,79,12432752
TV On The Radio,indie rock; indie,55,686993
Two Door Cinema Club,indie; indie rock,66,2543704
TWO LANES,,56,156617
Two Lone Swordsmen,idm,28,37837
Ty Segall,garage rock; neo-psychedelic; psychedelic rock,45,338535
"Tyler, The Creator",,87,24282565
Type O Negative,gothic metal; gothic rock; doom metal,64,1698407
U.D.O.,heavy metal; norsk rock; metal; power metal; speed metal,42,229151
U2,rock,75,13566907
U96,eurodance; happy hardcore,57,88058
UFO,hard rock; aor; space rock; heavy metal,51,636837
Ugly Kid Joe,glam metal,50,321182
Ulcerate,death metal; avant-garde; black metal,31,66115
Ultar,black metal,20,27048
Ulver,black metal; avant-garde; drone metal; folk metal,40,191635
Umbra et Imago,gothic rock; gothic metal; ebm; darkwave; deathrock; medieval metal; industrial; industrial metal,18,27054
Underoath,post-hardcore; screamo; metalcore; emo,55,701736
Underworld,big beat; electronica,58,735599
Unearth,metalcore; deathcore; metal,37,199587
UNKLE,trip hop; downtempo,48,400296
Unleashed,death metal; grindcore; melodic death metal; metal; black metal,32,109646
Unprocessed,djent; progressive metal; math rock; metalcore,48,155478
Unter Null,ebm; industrial; industrial metal; darkwave; industrial rock,26,25680
Unwound,noise rock; post-hardcore; post-rock; math rock; slowcore,41,116159
Upon A Burning Body,deathcore; metalcore; metal,44,272684
Uriah Heep,progressive rock; hard rock,48,834332
URNE,sludge metal,18,11516
Vader,death metal; metal; thrash metal; grindcore; black metal; speed metal,38,263630
Vampire Weekend,indie; baroque pop,61,2031968
Van Canto,power metal; symphonic metal; folk metal; medieval metal,34,148020
Van Der Graaf Generator,progressive rock; art rock; krautrock; space rock,31,147356
Van Halen,glam metal; classic rock; rock; hard rock,70,6830183
Van Morrison,,69,3586720
Vanden Plas,progressive metal; progressive rock; power metal,23,31854
Varhara,black metal,1,707
Vatican Shadow,dark ambient; industrial; drone,30,31523
Vegyn,idm; experimental hip hop,53,154566
Veil Of Maya,djent; deathcore; metalcore; progressive metal; metal; mathcore,45,311160
Velocity Made Good,,1,532
Velvet Acid Christ,industrial; ebm; industrial metal; industrial rock; darkwave,28,48272
Velvet Revolver,grunge,50,1584008
Venetian Snares,breakcore; idm; glitch; speedcore; hardcore techno; jungle; breakbeat,35,139636
Venom,black metal; speed metal; thrash metal; metal; heavy metal,42,584531
Viagra Boys,post-punk; egg punk,58,431105
Vildhjarta,djent; progressive metal; deathcore; metal; mathcore,38,136952
Violet Cold,black metal; post-rock,28,40507
Visions of Atlantis,symphonic metal; power metal; gothic metal; metal; folk metal; medieval metal,44,154936
Vlady,,28,38988
VNV Nation,ebm; industrial; synthpop; darkwave,47,213535
Voivod,thrash metal; progressive metal; speed metal; metal; groove metal,30,127988
VOLA,progressive metal; djent; progressive rock,46,127987
Volbeat,rock; metal,69,2738740
Von Hertzen Brothers,finnish rock; progressive rock; progressive metal; finnish pop,25,21576
Votum,progressive metal; progressive rock; djent,28,23292
Voyager,progressive metal; djent; progressive rock,31,53077
Vulture Industries,avant-garde; progressive metal,16,15657
VUUR,progressive metal; symphonic metal; gothic metal,12,21435
W.A.S.P.,glam metal; heavy metal; glam rock; hard rock; metal,53,1046876
Wage War,metalcore; metal; deathcore; djent,57,616801
Walls of Jericho,hardcore; metalcore; hardcore punk,32,123245
Warbringer,thrash metal; speed metal; groove metal; metal,34,122998
Wardruna,ambient folk; celtic; medieval; folk metal; folk,54,766331
Warpaint,dream pop,44,512565
Watain,black metal; metal,36,187187
Wax Tailor,trip hop; nu jazz; downtempo; electro swing,48,322959
We Came As Romans,metalcore; post-hardcore; screamo; metal,61,943389
We Came From Wolves,,5,1833
We Insist!,noise rock; math rock,0,545
We Were Promised Jetpacks,,40,136283
Weather Report,jazz fusion; jazz; jazz funk; free jazz,40,305583
Weather Systems,progressive rock; progressive metal,29,13201
Wednesday,alt country,56,119872
Weezer,alternative rock,72,4577969
Wehbba,techno; minimal techno; acid techno,33,51323
Wheel,progressive metal; progressive rock; djent,36,65532
When Icarus Falls,post-rock; sludge metal; stoner metal,0,1241
While She Sleeps,metalcore; metal; post-hardcore,52,506896
White Lies,,53,538035
White Ward,black metal,27,54515
Whitechapel,deathcore; death metal; metal; metalcore; djent,52,645685
William Basinski,drone; ambient; minimalism; dark ambient,38,136020
Wings,,62,1240840
Wintersun,melodic death metal; folk metal; power metal; symphonic metal; metal; death metal,40,227687
Wishbone Ash,progressive rock; art rock,41,227745
Within Temptation,symphonic metal; gothic metal; gothic rock; power metal; metal,60,1409945
Wolf Alice,indie,65,852957
Wolves At The Gate,christian rock; metalcore; post-hardcore,42,140218
Wolves In The Throne Room,black metal; drone metal; metal,27,120519
Woods Of Ypres,doom metal; gothic metal; black metal; sludge metal,37,103416
Wunderhorse,,59,217648
X-Fusion,ebm; industrial; industrial metal; darkwave,25,11530
Xiu Xiu,art pop; noise rock; experimental,27,189168
Yard Act,post-punk,41,141080
Yeah Yeah Yeahs,indie rock,65,1471473
Year Of No Light,post-rock; drone metal; sludge metal; doom metal; drone; stoner metal,16,35680
Yellowcard,pop punk; punk; emo,63,1647543
Yes,progressive rock; art rock; aor,60,2076533
Yo La Tengo,dream pop; slowcore,50,559393
Yogi Lang,progressive rock; art rock,41,30074
Yoo Doo Right,krautrock; post-rock; space rock; neo-psychedelic; rock quebecois,17,7043
Yoth Iria,black metal,26,21177
Youth Code,industrial; ebm; industrial rock; industrial metal; darkwave; witch house,26,38223
Yves Tumor,,52,434267
Zdob si Zdub,,35,40190
Zeal & Ardor,black metal,46,253970
Zemfira,,52,1298067
Zero 9:36,,51,139499
Zero People,,16,10422
Zimmz,techno; melodic techno; acid techno,25,37092
Zvuki Mu,post-punk,16,14449
ZZ Top,southern rock; classic rock; blues rock; rock,68,4923133
µ-Ziq,idm; glitch; breakcore; experimental,37,98484
Ólafur Arnalds,neoclassical; minimalism,62,878721
Адаптация,cold wave,14,5365
алёна швец.,,52,1676635
Би-2,,50,1062795
Встреча Рыбы,,2,440
Дайте танк (!),,52,1015319
ДДТ,,44,445553
Джуна,post-punk; cold wave; darkwave,9,1269
Женя Любич,,40,17415
Зачарованные,,0,286
Золотые зубы,,28,4615
Ищейка,shoegaze; post-punk,21,7902
Калинов Мост,acid rock,19,22244
Карелия,,11,4457
Краснознаменная Дивизия Имени Моей Бабушки,,23,18807
Лихолесье,,0,553
Мой Июль,,0,20
Настя Полева,,15,1624
Ольга Арефьева и Ковчег,,15,7233
Пионерлагерь Пыльная Радуга,grunge,25,21321
Помни Имя Свое,,14,8775
Последние Танки В Париже,,14,17456
Сверкай,avant-garde,3,1005
Света Бень,,9,2560
Сироткин,,33,56472
Сруб,post-punk; deathrock; darkwave; cold wave,22,9476
Чиж & Co,,37,150742
✝✝✝ (Crosses),,50,384474
